ConstituentID,ConstituentTypeID,Active,AlphaSort,LastName,FirstName,NameTitle,Institution,LastSoundEx,FirstSoundEx,InstitutionSoundEx,DisplayName,BeginDate,EndDate,DisplayDate,Biography,Code,Nationality,School,LoginID,EnteredDate,SysTimeStamp,PublicAccessOld,Remarks,Position,MiddleName,Suffix,CultureGroup,N_DisplayName,N_DisplayDate,salutation,Approved,PublicAccess,IsPrivate,DefaultNameID,SystemFlag,InternalStatus,DefaultDisplayBioID,BeginDateISO,EndDateISO
560,1,0,Sentot,Sentot,NULL,NULL,NULL,NULL,NULL,NULL,Sentot,1808,1855,1808 - 1855,"Aanvoerder onder Pangeran Dipanegara.

zoon van een Javaans regent, beter bekend onder de naam Sentot, de heilige of edele, werd, op grond van zijn militaire bekwaamheden, op 18-jarige leeftijd door Dipa Negara aangesteld tot opperbevelhebber van zijn leger. 
Hij kon behalve over geregelde troepen, die hij goed georganiseerd, bewapend en geoefend had, ook nog beschikken over duizenden boeren, die onder zijn bezielende leiding deel namen aan de strijd.
In 1829 gaf hij zich echter over, trad vervolgens met zijn manschappen in Nederlandse dienst en vocht later nog aan Nederlandse zijde in de Padri-oorlog op Sumatra.

Multatuli heeft Sentots soldaten nog gekend en schrijft deze lovende woorden over hen:
""Nog in mijn tijd -die wat Indië aangaat, een aanvang nam in Januari 1839- onderscheidden zich de uit Sentot's Barissan (geregelde troepen) afkomstige soldaten door goed gedrag, tucht en militaire houding. Het was niet zeldzaam by inspektien of parades, een hoofdofficier, by 't wyzen op 'n flinken kerel, te hooren zeggen: Ienie apa lagie orangnja Sentot! ""Dat is nog 'n man van Sentot!""

[uit: ""Aanteekeningen en ophelderingen by de uitgaaf van 1875"" , no. 5, in de ""Max Havelaar of de koffij-veilingen der Nederlandsche Handelsmaatschappij"" / door Multatuli (uitgegeven naar den druk van 1875)]",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-10-01 13:29:22.797,0x0000000001070AE5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,10635,0,0,82,"1808      ","1855      "
561,1,0,Madja Kjai,Madja,Kjai,NULL,NULL,NULL,NULL,NULL,Kjai Madja,1795,1849,1795 - 1849,"Mohammedaanse priester die met Dipanegara de opstand voorbereidde.
Kjai Madja
(± 1795 -  1849)

Islamitische schriftgeleerde, afkomstig uit Madja (bij Telaga-residentie Cheribon), had grote invloed op Dipa Negara en was tevens diens politieke adviseur tijdens de Java-oorlog (1825-1830).
Het was bovenal aan zijn invloed te danken dat de strijd het karakter kreeg van een heilige oorlog.
In 1828 brak hij met Dipa Negara, werd kort daarop door de Nederlanders gevangen genomen en verbannen naar Menado, waar hij in 1849 overleed.

",NULL,I,NULL,SantenC/KTOMB_W075,1998-10-01 13:31:10.830,0x000000000088C6A5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,7763,0,0,83,"1795      ","1849      "
577,1,0,Leich J.C.,Leich,Johan Coenraad,NULL,NULL,NULL,NULL,NULL,J.C. Leich,1823,1890,NULL,"Stadtekenmeester in Nieuwediep 1849-1888; Tekenaar op het Koninklijk Instituut voor de Marine 1867-1888; Geboren in Den Haag alwaar hij zijn opleiding kreeg aan de Academie voor Beeldende Kunst. Vervolgens werkte hij enkele jaren als tekenleraar en schilder in Purmerend(1844) en Antwerpen(1847) tot hij na het overlijden van de heer J.Paling in 1849 werd benoemd als leraar aan de tekenschool van de Maatschappij tot 't Nut van 't Algemeen aan de Hoofdgracht te Den Helder. Leich trouwde met Jacomina Visscher (Amsterdam 1811-1888) en vestigde zich in wijk 1 nummer 71 (Kanaalweg).
Overleden te Haarlem 1890

Artikel van Jan T.Bremer in ""Levend Verleden"" een uitgave van de Helderse Historische Vereniging (tiende jaargang nr.4 juni 1998) herdrukt in ""De Postboei"" jaargang 8 nr. 3 Nieuws van en over het Marinemuseum",NULL,NULL,NULL,sa/KTOMB_W12,1998-10-02 15:24:32.340,0x000000000088BC9E,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,7383,0,0,-1,"1823      ","1890      "
593,1,0,Willem I Koning,Oranje-Nassau,Willem I,Koning,NULL,NULL,NULL,NULL,Koning Willem I,1772,1843,1772 - 1843,NULL,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-10-07 15:05:18.157,0x000000000088C6AB,0,"Koning der Nederlanden, Prins van Oranje-Nassau, Groot-Hertog van Luxemburg, enz, enz.",NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,13025,0,0,89,"1772      ","1843      "
595,1,0,Willem Kroonprins,Oranje-Nassau,Willem,Kroonprins,NULL,NULL,NULL,NULL,Kroonprins Willem,1840,1879,NULL,"Eerste zoon van Koning Willem III en Koningin Sophie
Overleden te Parijs op 11-6-1879",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-10-07 15:19:56.030,0x000000000088BCA1,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,13029,0,0,-1,"1840      ","1879      "
600,1,0,"Oemar, Teukoe",NULL,Oemar,Teukoe,NULL,NULL,NULL,NULL,Teukoe Oemar,0,1899,gestorven 1899,"Encyclopaedie van Nederlands-Indië / Sam. J.F. Suelleman, Leiden 1905, p.398-399 ""biografie van Toekoe Oemar""
Tekoe Oemar (in M.H. Székely- Lulofs, Tjoet Nja Din: De roman van een Atjehse vorstin (Amsterdam, 1948).Passim

Teukoe Oemar (in de artikelen in het Indisch Militair Tijdschrift over de Atjeh-oorlog

Teukoe Oema in J. Kreemer, Atjeh: algemeen samenvattend overzicht van land en volk van Atjeh en Onderhoorigheden (Leiden, 1922) , p. 33 e.v.

Toekoe Oemar in A. Kruisheer, Atjeh 1896, dl 1en dl2 (Weltevreden 1913). Passim

Teukoe Oema (ook Teukoe Oemar) bij de grote arabist: C Snouck Hurgronje, De Atjehers, dl en 2 (Batavia [etc] 1894, I: 152 vv., 156, 164, 181, 182, 187, 189, 195. II:108, 111, 115 vv., 159, 173, 182, 183.)

Teuku Umar (in J. Rep, Atjeh, Atjeh!(Baarn, 1996). Passim

Teuku Umar ook in het in Aceh zelf uitgegeven boek Perang Kolonial Belanda di Aceh (Banda Aceh, 2ed. 1990)
",NULL,I,NULL,sa/KTOMB_W12,1998-10-09 08:31:50.887,0x000000000143A8B9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,8801,0,0,4127,NULL,"1899      "
606,1,0,Stuers Hubert Joseph Jean Lambert ridder de MWO-3 Generaal-majoo,Stuers,Hubert Joseph Jean Lambert,Generaal-majoor,NULL,NULL,NULL,NULL,Generaal-majoor Hubert Joseph Jean Lambert ridder de Stuers MWO-3,1788,1861,1788 - 1861,"Generaal-majoor; Bevelhebber van het Nederlands Oost-Indisch leger 1830-1835.
Vader: Joseph Bernard de Stuers; Moeder: Aloise de la Court.
Vader van Karel van der Heijden (1824-1901)
Gehuwd met Hortense Josephine Constance Beyens in 1838.

trad bij het Fransche leger als vrijwilliger in dienst en doorliep daarbij alle rangen, totdat hij in 1817 naar O. Indië vertrok met den rang van Lt. kolonel. In 1821 werd hij kommandant van de Molukken, doch ging niet daarheen omdat hij adjudant werd van den Gouverneur generaal. In 1822 voerde hij het bevel over de expeditie tegen de Chineezen op Borneo; in 1823 herstelde hij de rust op Celebes, en was van 1824 tot 1829 militair kommandant en resident van Padang en onderhoorigheden. Van 1831 tot 1838 was hij Generaal en kommandeerde het Indische leger, waarna hij ambteloos te Maastricht leefde. Hij schreef: 
De vestiging en uitbreiding der Nederlanden ter westkust van Sumatra, met platen en kaart, 2 delen., Amsterdam 1849-1850; 
Aanmerkingen op het werk: Het Nederlands Oostindisch Indisch leger ter westkust van Sumatra door den Luitenant-kolonel Lange (eerst geplaatst in het Tijdschrift voor Ned.-Indië, later afzonderlijk uitgegeven te) Zalt-Bommel 1853; 
In het Tijdschrift voor Ned. Indië jaargang 1854 schreef hij: De expeditie tegen Tanette en Soepa (op Celebes) in 1824.",NULL,NULL,NULL,sa/KTOMB_W12,1998-10-13 14:53:37.867,0x000000000088C6AD,0,"Mogelijk is dit dezelfde persoon als de ""de Steurs"" in recordnr. 310.",NULL,ridder de,MWO-3,NULL,NULL,NULL,NULL,0,0,0,11327,0,0,91,"1788      ","1861      "
615,1,0,Poll J.S. van de Kapitein Jhr.,Poll,J.S.,Kapitein der Infanterie Jhr.,NULL,NULL,NULL,NULL,Kapitein der Infanterie Jhr. J.S. van de Poll RMWO-4,1825,1879,1825 - 1879,"Kapitein van het Oost-Indisch Leger; gehuwd met E.H.N.C. van Bevervoorden tot Oldemeule (geboren 1827 te Groningen)
Ridder Militaire Willemsorde 4e klasse (1852) voor Acties te Palembang 1851-1852. Eervolle Vermelding, Johannieter Orde.  Gehuwd met E.H.N.C. van Bevervoorden tot Oldemeule, geboren 187 te Groningen.",NULL,NULL,NULL,sa/KTOMB_W12,1998-10-14 09:44:17.353,0x000000000088C6AE,0,NULL,NULL,van de,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,9417,0,0,92,"1825      ","1879      "
673,1,0,Schouman Izaak Dhr.,Schouman,Izaak,Dhr.,NULL,NULL,NULL,NULL,Dhr. Izaak Schouman,1801,1878,1801 - 1878,"Kunstschilder
Izaak Schouman (Dordrecht 1801 - Zetten 1878) leerling van Martinus Schouman, in 1828 medeoprichter van ´Tandem fit surculus arbor´, werd in 1836 leraar handtekenen aan de KMA te Breda. zie ook Scheen, Immerzeel en RKD artist.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-02 09:51:07.897,0x000000000129916A,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,10492,0,0,96,"1801      ","1878      "
680,1,0,Willem II Koning,Oranje Nassau,Willem II,Koning,NULL,NULL,NULL,NULL,Koning Willem II,1792,1849,1792 - 1849,NULL,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-03 09:56:45.843,0x000000000088C6B3,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,13026,0,0,97,"1792      ","1849      "
683,1,0,Speijk J.C.J. van Luitenant-ter-zee,Speijk,J.C.J.,Luitenant-ter-zee,NULL,NULL,NULL,NULL,Luitenant-ter-zee J.C.J. van Speijk,1802,1831,1802 - 1831,"Luitenant-ter-zee.
Geboren 31 januari 1802, de heldendood gestorven 5 februari 1831.
""Zie Volk van Nederland, in 't moedig jonglings beeld
Van Speijk; een fiere welp uit Neerlands leeuwenteelt!
De lont, die in zijn hand Oud Holland heeft gewroken,
Heeft voor zijn naam een zon van eeuwgen roem ontstoken.""
Door: A. van der Hoop jr.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-03 14:20:04.733,0x000000000088C6B4,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,10990,0,0,98,"1802      ","1831      "
693,1,0,"Bouricius, J.F.D., Vice-admiraal",Bouricius,Jan Frederik Daniel,Vice-admiraal,NULL,NULL,NULL,NULL,"Vice-admiraal J.F.D. Bouricius, Adjudant des Konings in buitengewone dienst",1799,1859,1799 - 1859,"Vice-admiraal; te Arnhem geboren op 23-6-1799 en op 4-5-1859 overleden op de thuisreis vanuit Nederlands-Indië op het fregat De Ruiter.
Op passepartout in rechter benedenhoek in pen: ""Jan Frederik Daniel Bouricius, geb. t.Arnhem 23 Julij 1799. Viceadmiraal, Commandant der Zeemagt in de O.I. Adjudant des Konings in buitengewone dienst. Gehuwd 1826 te Doesborgh met Konkvre. Johanna Christina Frederika Elisabeth de [Vogues van Arakel].""",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-04 10:28:59.250,0x000000000088C6B5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,2283,0,0,99,"1799      ","1859      "
700,1,0,Prins Hendrik,Oranje-Nassau,Hendrik,Prins,NULL,NULL,NULL,NULL,Prins Hendrik,1820,1879,1820 - 1879,Derde zoon van Koning Willem II en Koningin Anna Paulowna,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-04 10:45:28.363,0x000000000088C6B6,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9512,0,0,100,"1820      ","1879      "
710,1,0,Pels Rijcken Gerhard Christiaan Coenraad Vice-admiraal,Pels Rijcken,Gerhard Christiaan Coenraad,Vice-admiraal,NULL,NULL,NULL,NULL,Vice-admiraal Gerhard Christiaan Coenraad Pels Rijcken,1810,1889,1810 - 1889,"Gepensioneerd Vice-admiraal; Minister van Marine; Buitengewoon adjudant des Konings.
Gehuwd met Johanna Maria Catherina Willinck op 8 januari 1849.
In 1854 was hij commandant van de missie naar Japan om daar het stoomschip Soembing over te dragen aan Japan.
Van juli 1855 tot en met oktober 1857 gaf hij onderwijs aan marine mensen in Japan op het eiland dejima. Hij was toe 1e luitenant ter zee der 1e klasse.
Hij was minister van marine van 1866 tot 1868 in het conservatieve kabinet Van Zuijlen van Nijevelt.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-04 15:23:50.970,0x000000000130EF7E,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,9151,0,0,3934,1810-01-10,1889-05-02
716,1,0,Prins Willem II,Oranje-Nassau,Willem II,Prins,NULL,NULL,NULL,NULL,Prins Willem II,1792,1849,1792 - 1849,NULL,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-09 09:42:09.623,0x000000000088C6B7,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9527,0,0,101,"1792      ","1849      "
717,1,0,Prins Willem III,Oranje-Nassau,Willem III,Prins,NULL,NULL,NULL,NULL,Prins Willem III,1650,1702,NULL,NULL,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-09 09:43:32.190,0x000000000088BCAF,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9528,0,0,-1,"1650      ","1702      "
718,1,0,Prins Willem IV,Oranje-Nassau,Willem IV,Prins,NULL,NULL,NULL,NULL,Prins Willem IV,1711,1751,NULL,NULL,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-09 09:44:26.670,0x000000000088BCB0,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9529,0,0,-1,"1711      ","1751      "
719,1,0,Prins Willem V,Oranje-Nassau,Willem V,Prins,NULL,NULL,NULL,NULL,Prins Willem V,1748,1806,NULL,NULL,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-09 09:45:35.267,0x000000000088BCB1,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9530,0,0,-1,"1748      ","1806      "
722,1,0,Prins Frederik,Oranje-Nassau,Frederik,Prins,NULL,NULL,NULL,NULL,Prins Frederik,1797,1881,1797 - 1881,Broer van Koning Willem III.,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-09 12:16:16.430,0x000000000088C6BA,0,Broer van Koning Willem II,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9509,0,0,104,"1797      ","1881      "
723,1,0,Anna Paulowna Prinses,NULL,Anna Paulowna,Prinses,NULL,NULL,NULL,NULL,Prinses Anna Paulowna,1795,1865,1795 - 1865,NULL,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-09 12:20:22.153,0x0000000001070ACB,0,"Prinses van Oranje, geboren Groot-Vorstin van Rusland",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1133,0,0,105,"1795      ","1865      "
729,1,0,Guervin Jerôme,Guervin,Jerôme,NULL,Bronbeek,NULL,NULL,NULL,Jerôme Guervin,1841,1896,1841 - 1896,"Is op Bronbeek verpleegd. Overleden aan een longontsteking
Koloniaal Werfdepot 1876/01/13
Geembarkeerd: 1876/02/19
Gedebarkeerd te Batavia: 1876/05/31
Gegageerd met fl.100,- 's jaars : 1877/12/14

Lengte: 157cm.
Moeder: Catherine Benoit
Vader: Jacques Antoine Guervin.
Laatst gewoond te Rouen.",NULL,Frans,NULL,SantenC/KTOMB_W075,1998-11-10 14:30:13.933,0x000000000142A4E0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,4739,0,0,4113,1841-11-06,1896-06-01
731,1,0,La Fors P.F.T. Kapitein,La Fors,P.F.T.,Kapitein,NULL,NULL,NULL,NULL,Kapitein P.F.T. La Fors,0,1873,NULL,Kapitein; Op 25-9-1873 gesneuveld bij een verkenning nabij Kampong Penajoeng (Atjeh).,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-10 16:37:26.440,0x000000000088BCB6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,7105,0,0,-1,NULL,"1873      "
733,1,0,Valkenburg C. van Luitenant-kolonel,Valkenburg,C.,Luitenant-kolonel,NULL,NULL,NULL,NULL,Luitenant-kolonel C. van Valkenburg,1784,1831,1784 - 1831,Luitenant-kolonel van de vrijwillige Groninger jagers; Gesneuveld bij Bautersem op 11-8-1831.,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-11-11 08:45:34.843,0x000000000088C6BC,0,Belgische Opstand.,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,11871,0,0,106,"1784      ","1831      "
748,1,0,Navez François Joseph,Navez,François Joseph,NULL,NULL,NULL,NULL,NULL,François Joseph Navez,1787,1869,1787-1869,"schilder
Geboren te Charleroi en gestorven te Brussel. Leerling van Jean Lousi David. Van 1835 tot 1862 directeur van de Academie te Brussel. Sinds 1845 lid van de Academie van België.",NULL,NULL,NULL,verhoevenp,1998-11-20 11:43:34.557,0x000000000088C6C0,0,schilder,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,8557,0,0,110,"1787      ","1869      "
756,1,0,"Bisschoff, Kapitein",Bisschoff,NULL,Kapitein,NULL,NULL,NULL,NULL,Kapitein Bisschoff,0,1840,NULL,"Luitenant Bisschoff was bij een stormloop bij de post te Baros als eerste op borstwering. Hij haalde hierbij een Atjehse vlag omlaag en ontving tegelijkertijd elf klewanghouwen. Enige dagen later, op 3 mei 1840, overleed hij aan zijn verwondingen. Vlak voor zijn overlijden werd hij tot kapitein bevorderd.",NULL,NULL,NULL,SantenC,1998-11-26 09:18:01.020,0x000000000088BCBD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1854,0,0,-1,NULL,"1840      "
763,1,0,Prins Maurits,Oranje-Nassau,Maurits,Prins,NULL,NULL,NULL,NULL,Prins Maurits,1843,1850,1843 - 1850,Tweede zoon van Koning Willem III en Koningin Sophie,NULL,NULL,NULL,verhoevenp,1998-12-02 10:04:10.200,0x000000000088C6C2,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9518,0,0,112,"1843      ","1850      "
765,1,0,Prins Alexander,Oranje-Nassau,Alexander,Prins,NULL,NULL,NULL,NULL,Prins Alexander,1818,1848,1818 - 1848,Tweede zoon van Koning Willem II en Koningin Anna Paulowna; Overleden op het eiland Madera.,NULL,NULL,NULL,verhoevenp,1998-12-02 10:47:25.643,0x000000000088C6C3,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9506,0,0,113,"1818      ","1848      "
769,1,0,Kooij Jan RMWO-4 Korporaal KNIL,Kooij,Jan,Korporaal KNIL,NULL,NULL,NULL,NULL,Korporaal KNIL Jan Kooij RMWO-4,1849,1895,1849 - 1895,"Korporaal der Infanterie KNIL, zoon van Denaba en Efona, geboren te Elmina.

Thieme: ""Het portret in olieverf van den dapperen Afrikaanschen korporaal Jan Kooij, geboren te St. George d'Elmina, oud 33 jaar; heeft zich roemrijk gedragen door op 31sten Januari 1878 het leven te redden van den kapitein Baum, na twee Atjehers te hebben gedood en tien stukken geschut te hebben vernageld onder het vuur des vijands; den 25sten juli 1878 redde hij het leven van den luitenant Bijleveld, door met eene klewang en lans gewapende Atjeher te dooden; verder mocht het hem gelukken den 26sten april 1879 een attaque des vijands op een konvooi af te slaan met behulp van nog twee Afrikanen Blik en Jaap.
Hij is gedecoreerd met de Militaire Willemsorde 4e kl., de gouden kroon met eervolle vermelding in den strijd, het eereteken voor belangrijke krijgsbedrijven te Atjeh, de Atjehmedaille en de bronzen medaille voor trouwe dienst.""
inventariskaart:""Afrikaans Korproraal Infanterie Jan Kooij (1849-1895), geboren St.George d'Elmina. Alg.stb.:64158, EBK met 2 gespen en gouden kroon voor eervolle vermelding. Atjehmedaille en bronzen medaille voor 12jarige trouwe dienst.""

Kanselarij MWO nummer 4364:
26 Maart 1869 Vrijwillig bij het Afrikaans Werfdepot als soldaat
30 mei 1870 Geembarkeerd te St. George d'Elmina.
14 augustus 1870 Aangekomen te Batavia en geplaatst bij het 1e Bataljon Infanterie.
16 Juli 1874 geplaatst bij het 2e Bataljon Infanterie
13 November 1875 geplaatst bij het 1e Bataljon Infanterie.
11 maart 1876 geplaatst bij het 2e Bataljon Infanterie.
11 maart 1878 geplaatst bij het 1e Bataljon Infanterie.
1 Juli 1878 geplaatst bij het 2e Bataljon Infanterie.

1874 Atjeh
1875 Atjeh
1876 Atjeh
1877 Atjeh.
Zich onderscheiden bij de Krijgsverrichtingen van 26 Januari tot 15 Maart 1877.
1878 Atjeh.
30 Januari 1877 Bestorming van de versterkte Missigit Lambadak.
Bij de bestorming der versterkte Missigit Lambadak de eerste te zijn, die op de Zuiderface de versterking is binnengevallen, nadat kort te voren door een vijandelijk lillaschot vier der bestormers gedood en tien verwond waren geworden, juist van uit het schietgat )embrasure' waardoor hij naar binnendrong.

Decoraties:
Atjeh-medaille 1873-1874
Ereteken voor Belangrijke Krijgsverrichtingen Atjeh 1873-1876",NULL,NULL,NULL,verhoevenp,1998-12-02 11:41:19.040,0x000000000149B6CC,0,NULL,NULL,NULL,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,6780,0,0,3998,1849,1895
776,1,0,Koster Everhardus,Koster,Everhardus,NULL,NULL,NULL,NULL,NULL,Everhardus Koster,1817,1892,1817 - 1892,"Pieter Scheen, p.640:
Leerling van de Akademie van Bouwkunst in Den Haag onder leiding van B.J. van Hove (1839-1840) en van het Städelsche Institut te Frankfurt am Main; bezocht verder verschillende Duitse steden (woonde tot 1847 in Den Haag), keerde in 1848 naar Nederland terug en vestigde zich in Amsterdam, waar hij in  1852 lid werd van de Koninklijke Akademie. In  1856 en in 1857 bezocht hij Engeland, werd in 1858 benoemd tot direkteur van het Paviljoen te Haarlem, 1858-1878, daarna werkzaam in Den Haag tot 1882, en Dordrecht tot 1890. Schilderde en aquerelleerde zee- en riviergezichten; heeft ook gelithografeerd. 
Collecties in:
Rijksprentenkabinet Amsterdam
Gemeentearchief Amsterdam
Rijksmuseum Amsterdam
Gemeentemuseum Delft
Gemeentearchif Haarlem
Frans Hals museum
Gemeentearchief Delft
Teylers Stichting Haarlem
Gemeentearchief Utrecht
Gemeentearchief Den Haag
Rijksprentenkabinet Leiden
Gemeentearchief Rotterdam
Rijksmuseum Kröller Möller
Gemeentemuseum Nijmegen
Maritiem Museum Rotterdam
Museum Fodor
",NULL,NULL,NULL,SantenC,1998-12-07 16:33:41.543,0x000000000088C6C7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,6870,0,0,117,"1817      ","1892      "
778,1,0,Schouman J.,Schouman,J.,NULL,NULL,NULL,NULL,NULL,J. Schouman,1801,1878,1801 - 1878,Waarschijnlijk dezelfde als Izaak Schouman,NULL,NULL,NULL,verhoevenp,1998-12-08 21:46:10.850,0x0000000001299169,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,10493,0,0,118,"1801      ","1878      "
789,1,0,Kruseman J.A.,Kruseman,Jan Adam,NULL,NULL,NULL,NULL,NULL,Jan Adam Kruseman,1804,1862,1804 - 1862,"schilder en graficus.
De in Haarlem geboren Jan Adam Kruseman vertrok reeds in 1819 naar Amsterdam om van zijn achterneef Cornelis Kruseman (1797-1857) kunstonderwijs te ontvangen. Na diens vertrek naar Rome in 1821 verruilde hij Amsterdam voor Brussel om er bij Francois-Joseph Navez (1787-1869) en Jacques Louis David (1748-1825) in de leer te gaan. In 1825 keerde Kruseman terug naar Amsterdam om zich daar te vestigen; hij kon er weldra van zijn schilderkunst leven.
Kruseman schilderde behalve genre- en historiestukken voornamleijk portretten. Hij portretteerde veelvuldig leden van het Koninklijk Huis, de adel en het patriciaat. In zijn tijd was Kruseman één van de belangrijkste portretschilders die Nederland rijk was.
Slechts c.a. 10 %  van zijn werk bevindt zich in museale instellingen.",NULL,NULL,NULL,verhoevenp,1998-12-22 09:27:54.130,0x0000000001070B58,0,schilder,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,7030,0,0,123,"1804      ","1862      "
796,1,0,Anom Hamengkoe Negoro Hadipati Pangeran,Anom Hamengkoe Negoro,Hadipati,Pangeran,NULL,NULL,NULL,NULL,Pangeran Hadipati Anom Hamengkoe Negoro,1807,1888,NULL,Kroonprins van Djocjacarta,NULL,I,NULL,verhoevenp,1998-12-28 09:59:37.650,0x0000000001070B22,0,kroonprins van Djocjakarta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1137,0,0,-1,"1807      ","1888      "
800,1,0,Riesz C.J. Generaal-majoor,Riesz,C.J.,Generaal-majoor,NULL,NULL,NULL,NULL,Generaal-majoor C.J. Riesz,1791,1856,1791 - 1856,Generaal-majoor; Militaire Willemsorde 2e klasse,NULL,NULL,NULL,verhoevenp,1998-12-28 11:30:47.447,0x000000000088C6D0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,9820,0,0,126,"1791      ","1856      "
802,1,0,Ham P.P.H. van RMWO-4 Generaal-majoor,Ham,P.P.H.,Generaal-majoor,NULL,NULL,NULL,NULL,Generaal-majoor P.P.H. van Ham RMWO-4,1839,1894,1839 - 1894,Generaal-majoor van het Nederlands Oost-Indisch Leger; Militaire Willemsorde 4; Gesneuveld  op 26 augustus 1894 te Mataram Lombok,NULL,NULL,NULL,verhoevenp,1998-12-28 11:42:36.157,0x00000000013FC028,0,NULL,NULL,van,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,4896,0,0,127,"1839      ",1894-08-26
815,1,0,Koningin Wilhelmina,Pruisen,Wilhelmina,Koningin,NULL,NULL,NULL,NULL,Koningin Wilhelmina,1774,1837,1774 - 1837,"Koningin der Nederlanden, echtgenote van Koning Willem I",NULL,NULL,NULL,SantenC,1999-01-04 14:28:30.143,0x000000000088C6D6,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,6748,0,0,132,"1774      ","1837      "
816,1,0,Sophie Koningin,Wurtemberg,Sophie,Koningin,NULL,NULL,NULL,NULL,Koningin Sophie,1818,1877,1818 - 1877,"Koningin der Nederlanden, eerste echtgenote van Koning Willem III",NULL,NULL,NULL,SantenC,1999-01-04 15:26:49.677,0x000000000088C6D7,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,10949,0,0,133,"1818      ","1877      "
817,1,0,Prinses Sophie,Oranje-Nassau,Sophie,Prinses,NULL,NULL,NULL,NULL,Prinses Sophie,1824,1897,1824 - 1897,Dochter van Koning Willem II en Koningin Anna Paulowna,NULL,NULL,NULL,SantenC,1999-01-04 16:07:45.727,0x000000000088C6D8,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9535,0,0,134,"1824      ","1897      "
